"wl","n","k"
0.94,1.9345,0.0007
0.945,1.9344,0.0007
0.95,1.9344,0.0007
0.955,1.9344,0.0007
0.96,1.9344,0.0007
0.965,1.9343,0.0006
0.97,1.9343,0.0006
0.975,1.9343,0.0006
0.98,1.9343,0.0006
0.985,1.9343,0.0006
0.99,1.9343,0.0006
0.995,1.9343,0.0006
1.,1.9342,0.0006
1.005,1.9342,0.0006
1.01,1.9342,0.0006
1.015,1.9342,0.0006
1.02,1.9342,0.0006
1.025,1.9342,0.0006
1.03,1.9342,0.0006
1.035,1.9341,0.0006
1.04,1.9341,0.0005
1.045,1.9341,0.0005
1.05,1.9341,0.0005
1.055,1.9341,0.0005
1.06,1.9341,0.0005
1.065,1.9341,0.0005
1.07,1.9341,0.0005
1.075,1.9341,0.0005
1.08,1.934,0.0005
1.085,1.934,0.0005
1.09,1.934,0.0005
1.095,1.934,0.0005
1.1,1.934,0.0005
1.105,1.934,0.0005
1.11,1.934,0.0005
1.115,1.934,0.0005
1.12,1.934,0.0005
1.125,1.9339,0.0005
1.13,1.9339,0.0005
1.135,1.9339,0.0005
1.14,1.9339,0.0005
1.145,1.9339,0.0004
1.15,1.9339,0.0004
1.155,1.9339,0.0004
1.16,1.9339,0.0004
1.165,1.9339,0.0004
1.17,1.9339,0.0004
1.175,1.9338,0.0004
1.18,1.9338,0.0004
1.185,1.9338,0.0004
1.19,1.9338,0.0004
1.195,1.9338,0.0004
1.2,1.9338,0.0004
1.205,1.9338,0.0004
1.21,1.9338,0.0004
1.215,1.9338,0.0004
1.22,1.9338,0.0004
1.225,1.9338,0.0004
1.23,1.9337,0.0004
1.235,1.9337,0.0004
1.24,1.9337,0.0004
1.245,1.9337,0.0004
1.25,1.9337,0.0004
1.255,1.9337,0.0004
1.26,1.9337,0.0004
1.265,1.9337,0.0004
1.27,1.9337,0.0004
1.275,1.9337,0.0004
1.28,1.9337,0.0004
1.285,1.9337,0.0004
1.29,1.9337,0.0003
1.295,1.9337,0.0003
1.3,1.9336,0.0003
1.305,1.9336,0.0003
1.31,1.9336,0.0003
1.315,1.9336,0.0003
1.32,1.9336,0.0003
1.325,1.9336,0.0003
1.33,1.9336,0.0003
1.335,1.9336,0.0003
1.34,1.9336,0.0003
1.345,1.9336,0.0003
1.35,1.9336,0.0003
1.355,1.9336,0.0003
1.36,1.9336,0.0003
1.365,1.9336,0.0003
1.37,1.9336,0.0003
1.375,1.9336,0.0003
1.38,1.9335,0.0003
1.385,1.9335,0.0003
1.39,1.9335,0.0003
1.395,1.9335,0.0003
1.4,1.9335,0.0003
1.405,1.9335,0.0003
1.41,1.9335,0.0003
1.415,1.9335,0.0003
1.42,1.9335,0.0003
1.425,1.9335,0.0003
1.43,1.9335,0.0003
1.435,1.9335,0.0003
1.44,1.9335,0.0003
1.445,1.9335,0.0003
1.45,1.9335,0.0003
1.455,1.9335,0.0003
1.46,1.9335,0.0003
1.465,1.9335,0.0003
1.47,1.9335,0.0003
1.475,1.9335,0.0003
1.48,1.9335,0.0002
1.485,1.9334,0.0002
1.49,1.9334,0.0002
1.495,1.9333,0.0002
1.5,1.9333,0.0002
1.505,1.9333,0.0002
1.51,1.9333,0.0002
1.515,1.9333,0.0002
1.52,1.9333,0.0002
1.525,1.9333,0.0002
1.53,1.9333,0.0002
1.535,1.9333,0.0002
1.54,1.9333,0.0002
1.545,1.9333,0.0002
1.55,1.9333,0.0002
1.555,1.9333,0.0002
1.56,1.9333,0.0002
1.565,1.9333,0.0002
1.57,1.9333,0.0002
1.575,1.9333,0.0002
1.58,1.9333,0.0002
1.585,1.9333,0.0002
1.59,1.9333,0.0002
1.595,1.9333,0.0002
1.6,1.9333,0.0002
1.605,1.9333,0.0002
1.61,1.9333,0.0002
1.615,1.9333,0.0002
1.62,1.9333,0.0002
1.625,1.9333,0.0002
1.63,1.9333,0.0002
1.635,1.9333,0.0002
1.64,1.9332,0.0002
1.645,1.9332,0.0002
1.65,1.9332,0.0002
1.655,1.9332,0.0002
1.66,1.9332,0.0002
1.665,1.9332,0.0002
1.67,1.9332,0.0002
1.675,1.9332,0.0002
1.68,1.9332,0.0002
1.685,1.9332,0.0002
1.69,1.9332,0.0002
1.695,1.9332,0.0002
1.7,1.9332,0.0002
1.705,1.9332,0.0002
1.71,1.9332,0.0002
1.715,1.9332,0.0002
1.72,1.9332,0.0002
1.725,1.9332,0.0002
1.73,1.9332,0.0002
1.735,1.9332,0.0002
1.74,1.9332,0.0002
1.745,1.9332,0.0002
1.75,1.9332,0.0002
1.755,1.9332,0.0002
1.76,1.9332,0.0002
1.765,1.9332,0.0002
1.77,1.9332,0.0002
1.775,1.9332,0.0002
1.78,1.9332,0.0002
1.785,1.9332,0.0002
1.79,1.9332,0.0002
1.795,1.9332,0.0002
1.8,1.9332,0.0002
1.805,1.9332,0.0002
1.81,1.9332,0.0002
1.815,1.9332,0.0002
1.82,1.9332,0.0002
1.825,1.9331,0.0002
1.83,1.9331,0.0002
1.835,1.9331,0.0002
1.84,1.9331,0.0002
1.845,1.9331,0.0002
1.85,1.9331,0.0002
1.855,1.9331,0.0002
1.86,1.9331,0.0002
1.865,1.9331,0.0002
1.87,1.9331,0.0002
1.875,1.9331,0.0002
1.88,1.9331,0.0002
1.885,1.9331,0.0002
1.89,1.9331,0.0002
1.895,1.9331,0.0002
1.9,1.9331,0.0002
1.905,1.9331,0.0002
1.91,1.9331,0.0002
1.915,1.9331,0.0002
1.92,1.9331,0.0002
1.925,1.9331,0.0002
1.93,1.9331,0.0002
1.935,1.9331,0.0002
1.94,1.9331,0.0002
1.945,1.9331,0.0002
1.95,1.9331,0.0002
1.955,1.9331,0.0002
1.96,1.9331,0.0002
1.965,1.9331,0.0002
1.97,1.9331,0.0002
1.975,1.9331,0.0002
1.98,1.9331,0.0002
1.985,1.9331,0.0002
1.99,1.9331,0.0002
1.995,1.9331,0.0002
2.,1.9331,0.0002
2.005,1.9331,0.0002
2.01,1.9331,0.0002
2.015,1.9331,0.0002
2.02,1.9331,0.0002
2.025,1.9331,0.0002
2.03,1.9331,0.0002
2.035,1.9331,0.0002
2.04,1.9331,0.0002
2.045,1.9331,0.0002
2.05,1.9331,0.0002
2.055,1.9331,0.0002
2.06,1.9331,0.0002
2.065,1.9331,0.0002
2.07,1.9331,0.0002
2.075,1.9331,0.0002
2.08,1.9331,0.0002
2.085,1.9331,0.0002
2.09,1.9331,0.0002
2.095,1.9331,0.0002
2.1,1.9331,0.0002
2.105,1.9331,0.0002
2.11,1.9331,0.0002
2.115,1.9331,0.0002
2.12,1.9331,0.0002
2.125,1.9331,0.0002
2.13,1.9331,0.0002
2.135,1.9331,0.0002
2.14,1.9331,0.0002
2.145,1.9331,0.0002
2.15,1.9331,0.0002
2.155,1.9331,0.0002
2.16,1.9331,0.0002
2.165,1.9331,0.0002
2.17,1.9331,0.0002
2.175,1.9331,0.0002
2.18,1.9331,0.0002
2.185,1.9331,0.0002
2.19,1.9331,0.0002
2.195,1.9331,0.0002
2.2,1.9331,0.0002
2.205,1.9331,0.0002
2.21,1.9331,0.0002
2.215,1.9331,0.0002
2.22,1.9331,0.0002
2.225,1.9331,0.0002
2.23,1.9331,0.0002
2.235,1.9331,0.0002
2.24,1.9331,0.0002
2.245,1.9331,0.0002
2.25,1.9331,0.0002
2.255,1.9331,0.0002
2.26,1.9331,0.0001
2.265,1.9331,0.0001
2.27,1.9331,0.0001
2.275,1.9331,0.0001
2.28,1.9331,0.0001
2.285,1.9331,0.0001
2.29,1.9331,0.0001
2.295,1.9331,0.0001
2.3,1.9331,0.0001
2.305,1.9331,0.0001
2.31,1.9331,0.0001
2.315,1.9331,0.0001
2.32,1.9331,0.0001
2.325,1.9331,0.0001
2.33,1.9331,0.0001
2.335,1.9331,0.0001
2.34,1.9331,0.0001
2.345,1.9331,0.0001
2.35,1.9331,0.0001
2.355,1.9331,0.0001
2.36,1.9331,0.0001
2.365,1.9331,0.0001
2.37,1.9331,0.0001
2.375,1.9331,0.0001
2.38,1.9331,0.0001
2.385,1.9331,0.0001
2.39,1.9331,0.0001
2.395,1.9331,0.0001
2.4,1.9331,0.0001
2.405,1.9331,0.0001
2.41,1.9331,0.0001
2.415,1.9331,0.0001
2.42,1.9331,0.0001
2.425,1.9331,0.0001
2.43,1.9331,0.0001
2.435,1.9331,0.0001
2.44,1.9331,0.0001
2.445,1.9331,0.0001
2.45,1.9331,0.0001
2.455,1.9331,0.0001
2.46,1.9331,0.0001
2.465,1.9331,0.0001
2.47,1.9331,0.0001
2.475,1.9331,0.0001
2.48,1.9331,0.0001
2.485,1.9331,0.0001
2.49,1.9331,0.0001
2.495,1.9331,0.0001
2.5,1.9331,0.0001
