wl,n,k
0.705,2.5636,0.1952
0.71,2.5638,0.1934
0.715,2.564,0.1915
0.72,2.5643,0.1897
0.725,2.5645,0.1879
0.73,2.5659,0.1819
0.735,2.5704,0.1735
0.74,2.5748,0.1651
0.745,2.5793,0.1567
0.75,2.5826,0.1483
0.755,2.5794,0.132
0.76,2.5762,0.1132
0.765,2.5731,0.0942
0.77,2.5699,0.0746
0.775,2.5602,0.0568
0.78,2.5422,0.0468
0.785,2.5241,0.0369
0.79,2.506,0.027
0.795,2.4892,0.0171
0.8,2.4726,0.0122
0.805,2.4561,0.0107
0.81,2.4396,0.0092
0.815,2.4246,0.0077
0.82,2.4158,0.0062
0.825,2.4069,0.0047
0.83,2.3981,0.0032
0.835,2.3893,0
0.84,2.3805,0
0.845,2.3717,0
0.85,2.3638,0
0.855,2.3605,0
0.86,2.3572,0
0.865,2.3539,0
0.87,2.3507,0
0.875,2.3474,0
0.88,2.3441,0
0.885,2.3408,0
0.89,2.3375,0
0.895,2.3342,0
0.9,2.3309,0
0.905,2.3279,0
0.91,2.3262,0
0.915,2.3245,0
0.92,2.3229,0
0.925,2.3212,0
0.93,2.3195,0
0.935,2.3178,0
0.94,2.3161,0
0.945,2.3145,0
0.95,2.3128,0
0.955,2.3111,0
0.96,2.3094,0
0.965,2.3078,0
0.97,2.3064,0
0.975,2.3052,0
0.98,2.304,0
0.985,2.3028,0
0.99,2.3015,0
0.995,2.3003,0
1,2.2991,0
1.005,2.2979,0
1.01,2.2967,0
1.015,2.2955,0
1.02,2.2943,0
1.025,2.2931,0
1.03,2.292,0
1.035,2.291,0
1.04,2.29,0
1.045,2.2891,0
1.05,2.2881,0
1.055,2.2872,0
1.06,2.2862,0
1.065,2.2852,0
1.07,2.2843,0
1.075,2.2833,0
1.08,2.2824,0
1.085,2.2814,0
1.09,2.2804,0
1.095,2.2796,0
1.1,2.2788,0
1.105,2.2781,0
1.11,2.2773,0
1.115,2.2766,0
1.12,2.2758,0
1.125,2.275,0
1.13,2.2743,0
1.135,2.2735,0
1.14,2.2728,0
1.145,2.272,0
1.15,2.2712,0
1.155,2.2705,0
1.16,2.2698,0
1.165,2.2692,0
1.17,2.2685,0
1.175,2.2679,0
1.18,2.2673,0
1.185,2.2666,0
1.19,2.266,0
1.195,2.2654,0
1.2,2.2648,0
1.205,2.2641,0
1.21,2.2635,0
1.215,2.2629,0
1.22,2.2622,0
1.225,2.2616,0
1.23,2.2611,0
1.235,2.2605,0
1.24,2.2599,0
1.245,2.2594,0
1.25,2.2588,0
1.255,2.2582,0
1.26,2.2577,0
1.265,2.2571,0
1.27,2.2565,0
1.275,2.256,0
1.28,2.2554,0
1.285,2.2548,0
1.29,2.2543,0
1.295,2.2538,0
1.3,2.2533,0
1.305,2.2529,0
1.31,2.2524,0
1.315,2.2519,0
1.32,2.2514,0
1.325,2.2509,0
1.33,2.2504,0
1.335,2.2499,0
1.34,2.2494,0
1.345,2.2489,0
1.35,2.2485,0
1.355,2.248,0
1.36,2.2476,0
1.365,2.2472,0
1.37,2.2468,0
1.375,2.2464,0
1.38,2.246,0
1.385,2.2455,0
1.39,2.2451,0
1.395,2.2447,0
1.4,2.2443,0
1.405,2.2439,0
1.41,2.2434,0
1.415,2.2431,0
1.42,2.2428,0
1.425,2.2425,0
1.43,2.2422,0
1.435,2.2419,0
1.44,2.2416,0
1.445,2.2412,0
1.45,2.2409,0
1.455,2.2406,0
1.46,2.2403,0
1.465,2.24,0
1.47,2.2397,0
1.475,2.2394,0
1.48,2.239,0
1.485,2.2386,0
1.49,2.2383,0
1.495,2.2379,0
1.5,2.2375,0
1.505,2.2372,0
1.51,2.2368,0
1.515,2.2364,0
1.52,2.2361,0
1.525,2.2357,0
1.53,2.2353,0
1.535,2.235,0
1.54,2.2346,0
1.545,2.2343,0
1.55,2.234,0
1.555,2.2337,0
1.56,2.2333,0
1.565,2.233,0
1.57,2.2327,0
1.575,2.2324,0
1.58,2.2321,0
1.585,2.2318,0
1.59,2.2315,0
1.595,2.2311,0
1.6,2.2308,0
1.605,2.2305,0
1.61,2.2303,0
1.615,2.23,0
1.62,2.2297,0
1.625,2.2295,0
1.63,2.2292,0
1.635,2.2289,0
1.64,2.2287,0
1.645,2.2284,0
1.65,2.2281,0
1.655,2.2279,0
1.66,2.2276,0
1.665,2.2273,0
1.67,2.2271,0
1.675,2.2269,0
1.68,2.2267,0
1.685,2.2265,0
1.69,2.2263,0
1.695,2.226,0
1.7,2.2258,0
1.705,2.2256,0
1.71,2.2254,0
1.715,2.2252,0
1.72,2.225,0
1.725,2.2247,0
1.73,2.2245,0
1.735,2.2243,0
1.74,2.2241,0
1.745,2.2239,0
1.75,2.2237,0
1.755,2.2235,0
1.76,2.2233,0
1.765,2.2231,0
1.77,2.2229,0
1.775,2.2227,0
1.78,2.2225,0
1.785,2.2223,0
1.79,2.2221,0
1.795,2.2219,0
1.8,2.2218,0
1.805,2.2216,0
1.81,2.2215,0
1.815,2.2213,0
1.82,2.2211,0
1.825,2.221,0
1.83,2.2208,0
1.835,2.2207,0
1.84,2.2205,0
1.845,2.2204,0
1.85,2.2202,0
1.855,2.2201,0
1.86,2.2199,0
1.865,2.2197,0
1.87,2.2195,0
1.875,2.2194,0
1.88,2.2192,0
1.885,2.219,0
1.89,2.2188,0
1.895,2.2186,0
1.9,2.2184,0
1.905,2.2182,0
1.91,2.218,0
1.915,2.2178,0
1.92,2.2176,0
1.925,2.2174,0
1.93,2.2172,0
1.935,2.217,0
1.94,2.2168,0
1.945,2.2166,0
1.95,2.2164,0
1.955,2.2162,0
1.96,2.2159,0
1.965,2.2157,0
1.97,2.2155,0
1.975,2.2153,0
1.98,2.2151,0
1.985,2.2149,0
1.99,2.2147,0
1.995,2.2145,0
2,2.2142,0
2.005,2.214,0
2.01,2.2138,0
2.015,2.2136,0
2.02,2.2134,0
2.025,2.2132,0
2.03,2.213,0
2.035,2.2128,0
2.04,2.2125,0
2.045,2.2123,0
2.05,2.2121,0
2.055,2.2119,0
2.06,2.2117,0
2.065,2.2115,0
2.07,2.2113,0
2.075,2.2111,0
2.08,2.2108,0
2.085,2.2106,0
2.09,2.2104,0
2.095,2.2102,0
2.1,2.21,0
2.105,2.2098,0
2.11,2.2096,0
2.115,2.2093,0
2.12,2.2091,0
2.125,2.2089,0
2.13,2.2087,0
2.135,2.2085,0
2.14,2.2083,0
2.145,2.2081,0
2.15,2.2079,0
2.155,2.2076,0
2.16,2.2074,0
2.165,2.2072,0
2.17,2.207,0
2.175,2.2068,0
2.18,2.2066,0
2.185,2.2064,0
2.19,2.2062,0
2.195,2.2059,0
2.2,2.2057,0
2.205,2.2055,0
2.21,2.2053,0
2.215,2.2051,0
2.22,2.2049,0
2.225,2.2047,0
2.23,2.2044,0
2.235,2.2042,0
2.24,2.204,0
2.245,2.2038,0
2.25,2.2036,0
2.255,2.2034,0
2.26,2.2032,0
2.265,2.203,0
2.27,2.2027,0
2.275,2.2025,0
2.28,2.2023,0
2.285,2.2021,0
2.29,2.2019,0
2.295,2.2017,0
2.3,2.2015,0
2.305,2.2013,0
2.31,2.201,0
2.315,2.2008,0
2.32,2.2006,0
2.325,2.2004,0
2.33,2.2002,0
2.335,2.2,0
2.34,2.1998,0
2.345,2.1995,0
2.35,2.1993,0
2.355,2.1991,0
2.36,2.1989,0
2.365,2.1987,0
2.37,2.1985,0
2.375,2.1983,0
2.38,2.1981,0
2.385,2.1978,0
2.39,2.1976,0
2.395,2.1974,0
2.4,2.1972,0
2.405,2.197,0
2.41,2.1968,0
2.415,2.1966,0
2.42,2.1964,0
2.425,2.1961,0
2.43,2.1959,0
2.435,2.1957,0
2.44,2.1955,0
2.445,2.1953,0
2.45,2.1951,0
2.455,2.1949,0
2.46,2.1946,0
2.465,2.1944,0
2.47,2.1942,0
2.475,2.194,0
2.48,2.1938,0
2.485,2.1936,0
2.49,2.1934,0
2.495,2.1932,0
2.5,2.1929,0
