"wl","n","k"
0.885,1.7461,0.0287
0.89,1.7423,0.0291
0.895,1.7385,0.0294
0.9,1.7348,0.0296
0.905,1.7311,0.0298
0.91,1.7274,0.0305
0.915,1.7237,0.0311
0.92,1.7196,0.0318
0.925,1.7154,0.0324
0.93,1.7113,0.0327
0.935,1.7072,0.033
0.94,1.7033,0.0334
0.945,1.6993,0.0338
0.95,1.6953,0.0342
0.955,1.6911,0.0346
0.96,1.6867,0.0351
0.965,1.6824,0.0358
0.97,1.6781,0.0365
0.975,1.6739,0.0372
0.98,1.6698,0.0378
0.985,1.6656,0.0384
0.99,1.6613,0.039
0.995,1.657,0.0396
1.,1.6526,0.0402
1.005,1.6483,0.0407
1.01,1.6439,0.0412
1.015,1.6396,0.0418
1.02,1.6352,0.0424
1.025,1.6307,0.0429
1.03,1.6261,0.0435
1.035,1.6214,0.0442
1.04,1.6168,0.0449
1.045,1.6123,0.0456
1.05,1.6077,0.0463
1.055,1.6032,0.0472
1.06,1.5986,0.0481
1.065,1.5938,0.049
1.07,1.5891,0.0498
1.075,1.5844,0.0506
1.08,1.5794,0.0514
1.085,1.5744,0.0521
1.09,1.5694,0.053
1.095,1.5644,0.0539
1.1,1.5595,0.0548
1.105,1.5545,0.0557
1.11,1.5495,0.0566
1.115,1.5444,0.0575
1.12,1.5392,0.0584
1.125,1.534,0.0594
1.13,1.5288,0.0604
1.135,1.5235,0.0613
1.14,1.5182,0.0623
1.145,1.5129,0.0632
1.15,1.5076,0.0641
1.155,1.5023,0.0651
1.16,1.497,0.0663
1.165,1.4917,0.0675
1.17,1.4861,0.0688
1.175,1.4806,0.07
1.18,1.475,0.071
1.185,1.4694,0.072
1.19,1.4636,0.073
1.195,1.4578,0.0741
1.2,1.4521,0.0753
1.205,1.4463,0.0764
1.21,1.4405,0.0776
1.215,1.4348,0.0789
1.22,1.429,0.0801
1.225,1.4231,0.0814
1.23,1.4172,0.0827
1.235,1.4113,0.0839
1.24,1.4051,0.0851
1.245,1.3989,0.0864
1.25,1.3926,0.0877
1.255,1.3863,0.0891
1.26,1.3799,0.0904
1.265,1.3735,0.0918
1.27,1.3671,0.0932
1.275,1.3607,0.0945
1.28,1.3541,0.0959
1.285,1.3476,0.0975
1.29,1.3411,0.0993
1.295,1.3343,0.101
1.3,1.3275,0.1027
1.305,1.3207,0.1045
1.31,1.3139,0.1063
1.315,1.307,0.108
1.32,1.3001,0.1099
1.325,1.2931,0.1119
1.33,1.2861,0.1138
1.335,1.2789,0.1158
1.34,1.2718,0.1175
1.345,1.2646,0.1193
1.35,1.2573,0.121
1.355,1.25,0.1228
1.36,1.2426,0.1248
1.365,1.2351,0.1268
1.37,1.2274,0.1287
1.375,1.2198,0.131
1.38,1.2121,0.1334
1.385,1.2049,0.1358
1.39,1.1976,0.1381
1.395,1.1904,0.1404
1.4,1.1828,0.1427
1.405,1.1746,0.145
1.41,1.1664,0.1475
1.415,1.1582,0.1501
1.42,1.1498,0.1527
1.425,1.1414,0.1553
1.43,1.133,0.1582
1.435,1.1245,0.161
1.44,1.1157,0.1638
1.445,1.107,0.1668
1.45,1.0982,0.1698
1.455,1.0894,0.1729
1.46,1.0806,0.176
1.465,1.0719,0.1792
1.47,1.0629,0.1824
1.475,1.0539,0.1857
1.48,1.0449,0.1891
1.485,1.0358,0.1928
1.49,1.0267,0.1966
1.495,1.0176,0.2004
1.5,1.0082,0.2043
1.505,0.9987,0.2083
1.51,0.9891,0.2122
1.515,0.9795,0.2163
1.52,0.9698,0.2208
1.525,0.9601,0.2252
1.53,0.9503,0.2297
1.535,0.9404,0.2343
1.54,0.9305,0.2389
1.545,0.9203,0.2436
1.55,0.9101,0.2483
1.555,0.8999,0.2538
1.56,0.8895,0.2593
1.565,0.8791,0.2648
1.57,0.8685,0.2705
1.575,0.8573,0.2766
1.58,0.8462,0.2826
1.585,0.8352,0.2886
1.59,0.8243,0.2955
1.595,0.8134,0.3025
1.6,0.8026,0.3094
1.605,0.7918,0.3166
1.61,0.781,0.3243
1.615,0.7701,0.332
1.62,0.7593,0.3397
1.625,0.7483,0.3478
1.63,0.7373,0.356
1.635,0.7263,0.3642
1.64,0.7153,0.3728
1.645,0.7043,0.3822
1.65,0.6934,0.3916
1.655,0.6825,0.4011
1.66,0.6716,0.4111
1.665,0.6608,0.4211
1.67,0.6501,0.4314
1.675,0.6394,0.4425
1.68,0.6294,0.4535
1.685,0.6194,0.4649
1.69,0.6095,0.4765
1.695,0.6002,0.4883
1.7,0.591,0.5005
1.705,0.5818,0.5128
1.71,0.5729,0.5253
1.715,0.564,0.5378
1.72,0.5551,0.5505
1.725,0.5474,0.5634
1.73,0.5399,0.5765
1.735,0.5323,0.5901
1.74,0.5251,0.6037
1.745,0.5182,0.6171
1.75,0.5113,0.6306
1.755,0.5045,0.644
1.76,0.4984,0.6574
1.765,0.4925,0.6707
1.77,0.4865,0.684
1.775,0.4809,0.6975
1.78,0.476,0.7112
1.785,0.4712,0.7248
1.79,0.4663,0.7384
1.795,0.4618,0.752
1.8,0.4575,0.7649
1.805,0.4532,0.7779
1.81,0.449,0.7912
1.815,0.4455,0.8046
1.82,0.442,0.818
1.825,0.4384,0.8312
1.83,0.4351,0.8443
1.835,0.4319,0.8574
1.84,0.4288,0.8705
1.845,0.4256,0.8831
1.85,0.4231,0.8956
1.855,0.4207,0.908
1.86,0.4182,0.9201
1.865,0.4159,0.9325
1.87,0.4137,0.9454
1.875,0.4116,0.9583
1.88,0.4095,0.9705
1.885,0.4077,0.9827
1.89,0.406,0.9947
1.895,0.4044,1.0066
1.9,0.4028,1.0185
1.905,0.4014,1.0302
1.91,0.4001,1.0418
1.915,0.3987,1.0531
1.92,0.3973,1.0644
1.925,0.396,1.076
1.93,0.3947,1.0878
1.935,0.3934,1.0996
1.94,0.3925,1.1113
1.945,0.3915,1.1229
1.95,0.3906,1.1343
1.955,0.3897,1.1453
1.96,0.389,1.1563
1.965,0.3882,1.1671
1.97,0.3874,1.1779
1.975,0.3866,1.1886
1.98,0.3858,1.1994
1.985,0.385,1.2102
1.99,0.3844,1.2209
1.995,0.3841,1.2314
2.,0.3837,1.242
2.005,0.3834,1.2528
2.01,0.3828,1.2635
2.015,0.3821,1.2743
2.02,0.3815,1.2849
2.025,0.3809,1.2954
2.03,0.3808,1.3059
2.035,0.3807,1.3162
2.04,0.3806,1.3265
2.045,0.3806,1.3364
2.05,0.3805,1.3463
2.055,0.3805,1.3561
2.06,0.3805,1.3661
2.065,0.3805,1.3761
2.07,0.3805,1.3861
2.075,0.3805,1.3957
2.08,0.3805,1.4053
2.085,0.3805,1.4149
2.09,0.3805,1.4246
2.095,0.3805,1.4342
2.1,0.3805,1.4438
2.105,0.3805,1.4534
2.11,0.3805,1.463
2.115,0.3805,1.4726
2.12,0.3805,1.4823
2.125,0.3806,1.4919
2.13,0.3806,1.5016
2.135,0.381,1.5113
2.14,0.3816,1.5211
2.145,0.3822,1.5307
2.15,0.3828,1.5401
2.155,0.383,1.5495
2.16,0.3832,1.5588
2.165,0.3834,1.5677
2.17,0.3837,1.5767
2.175,0.3841,1.5857
2.18,0.3845,1.5948
2.185,0.3849,1.6038
2.19,0.3855,1.6128
2.195,0.3861,1.6219
2.2,0.3867,1.631
2.205,0.3872,1.6401
2.21,0.3877,1.6489
2.215,0.3881,1.6577
2.22,0.3885,1.6664
2.225,0.3889,1.6752
2.23,0.3892,1.6841
2.235,0.3895,1.693
2.24,0.39,1.7018
2.245,0.3906,1.7105
2.25,0.3913,1.7193
2.255,0.392,1.728
2.26,0.3925,1.7368
2.265,0.3931,1.7455
2.27,0.3936,1.7543
2.275,0.3942,1.7627
2.28,0.3949,1.7709
2.285,0.3957,1.7792
2.29,0.3965,1.7877
2.295,0.3971,1.7965
2.3,0.3977,1.8052
2.305,0.3982,1.8138
2.31,0.3987,1.822
2.315,0.3993,1.8302
2.32,0.4,1.8383
2.325,0.4006,1.8466
2.33,0.4012,1.855
2.335,0.4019,1.8633
2.34,0.4025,1.8717
2.345,0.4032,1.8801
2.35,0.4038,1.8884
2.355,0.4045,1.8968
2.36,0.4052,1.9051
2.365,0.4059,1.9133
2.37,0.4067,1.9215
2.375,0.4074,1.9297
2.38,0.4081,1.9377
2.385,0.4089,1.9458
2.39,0.4096,1.9539
2.395,0.4103,1.9619
2.4,0.4111,1.97
2.405,0.4119,1.9781
2.41,0.4126,1.9861
2.415,0.4134,1.9942
2.42,0.4142,2.0023
2.425,0.4149,2.0103
2.43,0.4157,2.0184
2.435,0.4165,2.0264
2.44,0.4175,2.0344
2.445,0.4185,2.0424
2.45,0.4195,2.0503
2.455,0.4205,2.0582
2.46,0.4214,2.066
2.465,0.4222,2.0737
2.47,0.4231,2.0813
2.475,0.4242,2.0888
2.48,0.4253,2.0964
2.485,0.4264,2.1045
2.49,0.4273,2.1125
2.495,0.4275,2.1206
2.5,0.4278,2.1286
