,Sample,VLT
0,IZO_250nm_Transmission,0.8517444887171707
1, ST1_1.3M,0.03681426305126756
2,ST2_1.3M,0.03780479784581167
3,ST3_1.3M,0.03958044757676763
4,ST4_0.43M,0.332315580167317
5,ST5_0.43M,0.33609544230286315
6,ST6_0.43M,0.3453151123201651
7,ST7_0.26M,0.4774764618253198
8,ST8_0.26M,0.4614953336768798
9,ST9_0.26M,0.48620410421904653
10,ST10_0.18M,0.5811235681258456
11,ST11_0.18M,0.5860783089259451
12,ST12_0.18M,0.5451574496034299
13,ST13_0.14M,0.599916869978142
14,ST14_0.14M,0.5767961015883862
15,ST15_0.14M,0.5772113024451996
