,Sample,VLT,CIE x,CIE y,CIE z
0,3204_Transmission_4,0.4351137324178649,0.26959557176588084,0.27255123062286385,0.4578531976112554
1,C1_Transmission_1,0.9893922572193711,0.33694466850304183,0.3368658135685319,0.3261895179284264
2,C2_Transmission_1,0.9807468066548554,0.3371247013782635,0.33643063442897003,0.3264446641927665
3,C3_Transmission_1,0.9801523672705998,0.3366812831197938,0.33644153682687367,0.3268771800533324
4,C5_dropcast_Transmission_1,0.8461981618115645,0.3294508617596109,0.3167713729860454,0.35377776525434373
5,C7_dropcast_Transmission_1,0.8114101835744255,0.3081514600877862,0.3184357014603746,0.3734128384518391
6,ST5_Transmission_1,0.2300024639567246,0.5653476893145166,0.4311062294527086,0.0035460812327747448
7,ST9_3204_3313_Transmission_3,0.033329208600418325,0.5862288131991497,0.41227757129152987,0.0014936155093204632
8,ST9_3204_Transmission_2,0.10791794566629904,0.46306428023060525,0.5042648820691928,0.03267083770020202
9,ST9_Transmission_1,0.4132305577356595,0.477473226607519,0.4655929367282364,0.05693383666424441
10,ST11_3204_3313_Transmission_3,0.05101417119288401,0.45866557223661264,0.3555102496827364,0.1858241780806509
11,ST11_3204_Transmission_2,0.13517938885523162,0.3815234255442329,0.40770436073333,0.21077221372243699
12,ST11_Transmission_1,0.46682967274519205,0.4360157476870836,0.41961792970751843,0.14436632260539797
13,ST14_3203_3313_Transmission_2,0.0021604820715152183,0.15965354771745055,0.04041996490638276,0.7999264873761668
14,ST14_3203_Transmission_1,0.03938023109768601,0.21434115932634348,0.2357102636010242,0.5499485770726323
15,ST14_3204_Transmission_3,0.1615034075774332,0.35815526956400595,0.37332285877449195,0.26852187166150215
16,ST14_3313_Transmission_2,0.3580446034907341,0.4539753648889053,0.37881282522736764,0.16721180988372694
17,ST14_C5_C7_dropcast_Transmission_3,0.26882087905417207,0.390734266711101,0.37511561116355807,0.23415012212534092
18,ST14_C5_dropcast_Transmission_2,0.4080779848563549,0.42025381656805433,0.3874296745767916,0.1923165088551541
19,ST14_C7_dropcast_Transmission_2,0.3699026669653909,0.39197888816667753,0.39207201424689286,0.21594909758642955
20,ST14_Transmission_1,0.5194981775689043,0.42525276118149546,0.40660710476067286,0.16814013405783157
