,Sample,VLT,CIE x,CIE y,CIE z
0,Device103_Bleach,0.6182853499252137,0.36325876229105963,0.37844443762813773,0.2582968000808025
1,Device103_Dark,0.14534515909752665,0.490461147794325,0.43141341635294267,0.07812543585273228
2,Device104_Bleach,0.5846174891824432,0.3530099622744736,0.35422657487743314,0.29276346284809335
3,Device104_Dark,0.20238083524960912,0.380800513332896,0.3390013216317869,0.28019816503531714
4,Device109_Bleach,0.4865970708571332,0.3527316874452989,0.35336672592588786,0.29390158662881327
5,Device109_Dark,0.17221004071599275,0.3572655348082897,0.3289581024677995,0.3137763627239107
6,Device0290_cycle1_bleach,0.5623796359380654,0.3359943540765645,0.33005977276725457,0.33394587315618085
7,Device0290_cycle1_dark,0.1498878094976198,0.520938327269208,0.39922573817637186,0.07983593455442017
8,Device0290_cycle50_bleach,0.5179469878424233,0.33034308495866643,0.3220543709502098,0.3476025440911239
9,Device0290_cycle50_dark,0.4160043900510317,0.34966193397352047,0.33188622670430984,0.3184518393221697
