,Sample,VLT
0,IZO_250nm_Transmission,0.8523123538187117
1, ST1_1.3M,0.036807273617359075
2,ST2_1.3M,0.03784178297793655
3,ST3_1.3M,0.039388710535093595
4,ST4_0.43M,0.3321590951427753
5,ST5_0.43M,0.3350583279211517
6,ST6_0.43M,0.34488978739682286
7,ST7_0.26M,0.4764909295033901
8,ST8_0.26M,0.4607440339651216
9,ST9_0.26M,0.48636668470564487
10,ST10_0.18M,0.5805675328568867
11,ST11_0.18M,0.5849495712447378
12,ST12_0.18M,0.545115484571161
13,ST13_0.14M,0.5992757941140113
14,ST14_0.14M,0.5758152144406334
15,ST15_0.14M,0.5766013604347563
