"wl","n","k"
0.68,1.520126164,2.48e-7
0.685,1.519975497,2.51e-7
0.69,1.519824829,2.53e-7
0.695,1.519674162,2.65e-7
0.7,1.519539481,2.77e-7
0.705,1.51940931,2.9e-7
0.71,1.519279139,3.02e-7
0.715,1.519148967,3.15e-7
0.72,1.519018796,3.27e-7
0.725,1.518888625,3.4e-7
0.73,1.518758453,3.53e-7
0.735,1.518628282,3.67e-7
0.74,1.518501277,3.8e-7
0.745,1.51838694,3.94e-7
0.75,1.518272602,4.07e-7
0.755,1.518158265,4.2e-7
0.76,1.518043927,4.34e-7
0.765,1.51792959,4.49e-7
0.77,1.517815252,4.63e-7
0.775,1.517700915,4.77e-7
0.78,1.517586577,4.92e-7
0.785,1.517479898,5.06e-7
0.79,1.517377912,5.21e-7
0.795,1.517275926,5.36e-7
0.8,1.51717394,5.51e-7
0.805,1.517071954,5.66e-7
0.81,1.516969968,5.82e-7
0.815,1.516867982,5.97e-7
0.82,1.516765996,6.13e-7
0.825,1.516664398,6.29e-7
0.83,1.51657212,6.45e-7
0.835,1.516479842,6.61e-7
0.84,1.516387565,6.77e-7
0.845,1.516295287,6.94e-7
0.85,1.516203009,7.1e-7
0.855,1.516110731,7.14e-7
0.86,1.516018454,7.19e-7
0.865,1.515926176,7.35e-7
0.87,1.515837428,7.51e-7
0.875,1.515752822,7.7e-7
0.88,1.515668217,7.88e-7
0.885,1.515583612,7.93e-7
0.89,1.515499007,7.98e-7
0.895,1.515414401,8.16e-7
0.9,1.515329796,8.33e-7
0.905,1.515245191,8.38e-7
0.91,1.515160586,8.43e-7
0.915,1.515081335,8.61e-7
0.92,1.515002814,8.79e-7
0.925,1.514924293,8.84e-7
0.93,1.514845772,8.9e-7
0.935,1.514767251,8.95e-7
0.94,1.51468873,9.e-7
0.945,1.514610209,9.19e-7
0.95,1.514531688,9.38e-7
0.955,1.514454616,9.43e-7
0.96,1.514380925,9.48e-7
0.965,1.514307234,9.54e-7
0.97,1.514233544,9.59e-7
0.975,1.514159853,9.79e-7
0.98,1.514086162,9.98e-7
0.985,1.514012472,1.004e-6
0.99,1.513938781,1.01e-6
0.995,1.51386509,1.015e-6
1.,1.513794149,1.02e-6
1.005,1.513724276,1.025e-6
1.01,1.513654404,1.031e-6
1.015,1.513584532,1.036e-6
1.02,1.513514659,1.042e-6
1.025,1.513444787,1.047e-6
1.03,1.513374914,1.053e-6
1.035,1.513305042,1.058e-6
1.04,1.513235773,1.064e-6
1.045,1.51316892,1.069e-6
1.05,1.513102067,1.075e-6
1.055,1.513035214,1.08e-6
1.06,1.51296836,1.086e-6
1.065,1.512901507,1.091e-6
1.07,1.512834654,1.097e-6
1.075,1.512767801,1.102e-6
1.08,1.512700947,1.108e-6
1.085,1.51263552,1.113e-6
1.09,1.512571043,1.119e-6
1.095,1.512506566,1.124e-6
1.1,1.512442089,1.13e-6
1.105,1.512377612,1.134e-6
1.11,1.512313135,1.138e-6
1.115,1.512248658,1.142e-6
1.12,1.512184181,1.146e-6
1.125,1.512119704,1.15e-6
1.13,1.512057063,1.154e-6
1.135,1.511994421,1.158e-6
1.14,1.51193178,1.162e-6
1.145,1.511869139,1.166e-6
1.15,1.511806498,1.17e-6
1.155,1.511743856,1.174e-6
1.16,1.511681215,1.178e-6
1.165,1.511618574,1.182e-6
1.17,1.511556488,1.186e-6
1.175,1.511495237,1.19e-6
1.18,1.511433986,1.194e-6
1.185,1.511372734,1.198e-6
1.19,1.511311483,1.202e-6
1.195,1.511250231,1.206e-6
1.2,1.51118898,1.21e-6
1.205,1.511127729,1.21e-6
1.21,1.511066477,1.21e-6
1.215,1.511006041,1.21e-6
1.22,1.510945808,1.21e-6
1.225,1.510885576,1.21e-6
1.23,1.510825343,1.21e-6
1.235,1.51076511,1.21e-6
1.24,1.510704877,1.21e-6
1.245,1.510644645,1.21e-6
1.25,1.510584412,1.21e-6
1.255,1.510524321,1.21e-6
1.26,1.510464797,1.21e-6
1.265,1.510405272,1.21e-6
1.27,1.510345748,1.21e-6
1.275,1.510286223,1.21e-6
1.28,1.510226699,1.21e-6
1.285,1.510167175,1.21e-6
1.29,1.51010765,1.21e-6
1.295,1.510048126,1.21e-6
1.3,1.509988869,1.21e-6
1.305,1.509929792,1.205e-6
1.31,1.509870714,1.201e-6
1.315,1.509811636,1.196e-6
1.32,1.509752559,1.192e-6
1.325,1.509693481,1.188e-6
1.33,1.509634403,1.183e-6
1.335,1.509575326,1.179e-6
1.34,1.509516248,1.174e-6
1.345,1.509457396,1.169e-6
1.35,1.509398543,1.165e-6
1.355,1.509339691,1.161e-6
1.36,1.509280839,1.156e-6
1.365,1.509221986,1.152e-6
1.37,1.509163134,1.147e-6
1.375,1.509104282,1.143e-6
1.38,1.509045429,1.138e-6
1.385,1.508986592,1.134e-6
1.39,1.508927777,1.129e-6
1.395,1.508868962,1.124e-6
1.4,1.508810147,1.12e-6
1.405,1.508751333,1.112e-6
1.41,1.508692518,1.104e-6
1.415,1.508633703,1.096e-6
1.42,1.508574888,1.088e-6
1.425,1.508516073,1.08e-6
1.43,1.508457137,1.072e-6
1.435,1.508398201,1.064e-6
1.44,1.508339265,1.056e-6
1.445,1.508280329,1.048e-6
1.45,1.508221393,1.039e-6
1.455,1.508162457,1.031e-6
1.46,1.508103521,1.023e-6
1.465,1.508044586,1.015e-6
1.47,1.507985545,1.007e-6
1.475,1.507926349,9.99e-7
1.48,1.507867152,9.91e-7
1.485,1.507807955,9.83e-7
1.49,1.507748759,9.75e-7
1.495,1.507689562,9.67e-7
1.5,1.507630366,9.59e-7
1.505,1.507571169,9.52e-7
1.51,1.507511972,9.44e-7
1.515,1.507452471,9.37e-7
1.52,1.507392894,9.3e-7
1.525,1.507333316,9.22e-7
1.53,1.507273739,9.15e-7
1.535,1.507214162,9.08e-7
1.54,1.507154585,9.01e-7
1.545,1.507095007,8.93e-7
1.55,1.50703543,8.86e-7
1.555,1.506975755,8.79e-7
1.56,1.506915693,8.71e-7
1.565,1.50685563,8.64e-7
1.57,1.506795568,8.57e-7
1.575,1.506735505,8.49e-7
1.58,1.506675443,8.42e-7
1.585,1.50661538,8.35e-7
1.59,1.506555318,8.28e-7
1.595,1.506495255,8.2e-7
1.6,1.506434847,8.13e-7
1.605,1.506374208,8.14e-7
1.61,1.50631357,8.15e-7
1.615,1.506252931,8.16e-7
1.62,1.506192293,8.16e-7
1.625,1.506131654,8.17e-7
1.63,1.506071016,8.18e-7
1.635,1.506010377,8.19e-7
1.64,1.505949739,8.2e-7
1.645,1.505888445,8.21e-7
1.65,1.505827151,8.21e-7
1.655,1.505765857,8.22e-7
1.66,1.505704564,8.23e-7
1.665,1.50564327,8.24e-7
1.67,1.505581976,8.25e-7
1.675,1.505520682,8.26e-7
1.68,1.505459388,8.27e-7
1.685,1.505397805,8.27e-7
1.69,1.505335786,8.28e-7
1.695,1.505273767,8.29e-7
1.7,1.505211748,8.3e-7
1.705,1.50514973,8.36e-7
1.71,1.505087711,8.41e-7
1.715,1.505025692,8.47e-7
1.72,1.504963673,8.53e-7
1.725,1.504901655,8.58e-7
1.73,1.504839007,8.64e-7
1.735,1.504776202,8.7e-7
1.74,1.504713397,8.75e-7
1.745,1.504650592,8.81e-7
1.75,1.504587787,8.87e-7
1.755,1.504524982,8.92e-7
1.76,1.504462177,8.98e-7
1.765,1.504399372,9.03e-7
1.77,1.504336399,9.09e-7
1.775,1.504272754,9.15e-7
1.78,1.504209108,9.2e-7
1.785,1.504145463,9.26e-7
1.79,1.504081818,9.32e-7
1.795,1.504018173,9.37e-7
1.8,1.503954528,9.43e-7
1.805,1.503890882,9.52e-7
1.81,1.503827237,9.61e-7
1.815,1.503763065,9.7e-7
1.82,1.503698543,9.78e-7
1.825,1.50363402,9.87e-7
1.83,1.503569498,9.96e-7
1.835,1.503504975,1.005e-6
1.84,1.503440452,1.014e-6
1.845,1.50337593,1.023e-6
1.85,1.503311407,1.032e-6
1.855,1.503246701,1.04e-6
1.86,1.503181259,1.049e-6
1.865,1.503115817,1.058e-6
1.87,1.503050375,1.067e-6
1.875,1.502984933,1.076e-6
1.88,1.502919491,1.085e-6
1.885,1.502854049,1.093e-6
1.89,1.502788608,1.102e-6
1.895,1.502723166,1.111e-6
1.9,1.502657143,1.12e-6
1.905,1.502590734,1.138e-6
1.91,1.502524324,1.155e-6
1.915,1.502457915,1.173e-6
1.92,1.502391505,1.19e-6
1.925,1.502325096,1.208e-6
1.93,1.502258686,1.225e-6
1.935,1.502192277,1.243e-6
1.94,1.502125867,1.26e-6
1.945,1.502058456,1.278e-6
1.95,1.501991045,1.295e-6
1.955,1.501923634,1.313e-6
1.96,1.501856223,1.33e-6
1.965,1.501788812,1.348e-6
1.97,1.501721401,1.365e-6
1.975,1.50165399,1.383e-6
1.98,1.501586579,1.4e-6
1.985,1.501518755,1.418e-6
1.99,1.501450312,1.435e-6
1.995,1.501381869,1.453e-6
2.,1.501313426,1.47e-6
2.005,1.501244983,1.483e-6
2.01,1.50117654,1.497e-6
2.015,1.501108097,1.511e-6
2.02,1.501039654,1.524e-6
2.025,1.500971211,1.537e-6
2.03,1.50090192,1.551e-6
2.035,1.500832418,1.565e-6
2.04,1.500762916,1.578e-6
2.045,1.500693414,1.591e-6
2.05,1.500623913,1.605e-6
2.055,1.500554411,1.619e-6
2.06,1.500484909,1.632e-6
2.065,1.500415407,1.645e-6
2.07,1.500345688,1.659e-6
2.075,1.500275102,1.673e-6
2.08,1.500204517,1.686e-6
2.085,1.500133931,1.699e-6
2.09,1.500063346,1.713e-6
2.095,1.49999276,1.726e-6
2.1,1.499922174,1.74e-6
2.105,1.499851589,1.754e-6
2.11,1.499781003,1.769e-6
2.115,1.499709754,1.783e-6
2.12,1.499638063,1.798e-6
2.125,1.499566372,1.812e-6
2.13,1.49949468,1.827e-6
2.135,1.499422989,1.841e-6
2.14,1.499351298,1.856e-6
2.145,1.499279607,1.87e-6
2.15,1.499207915,1.885e-6
2.155,1.499136224,1.899e-6
2.16,1.499063407,1.914e-6
2.165,1.498990591,1.928e-6
2.17,1.498917774,1.943e-6
2.175,1.498844957,1.957e-6
2.18,1.49877214,1.972e-6
2.185,1.498699324,1.986e-6
2.19,1.498626507,2.001e-6
2.195,1.49855369,2.015e-6
2.2,1.498480416,2.03e-6
2.205,1.498406456,2.048e-6
2.21,1.498332495,2.067e-6
2.215,1.498258535,2.085e-6
2.22,1.498184574,2.104e-6
2.225,1.498110614,2.123e-6
2.23,1.498036654,2.141e-6
2.235,1.497962693,2.159e-6
2.24,1.497888733,2.178e-6
2.245,1.497813856,2.197e-6
2.25,1.497738749,2.215e-6
2.255,1.497663643,2.233e-6
2.26,1.497588536,2.252e-6
2.265,1.49751343,2.271e-6
2.27,1.497438323,2.289e-6
2.275,1.497363216,2.307e-6
2.28,1.49728811,2.326e-6
2.285,1.497212539,2.345e-6
2.29,1.497136272,2.363e-6
2.295,1.497060004,2.382e-6
2.3,1.496983737,2.4e-6
2.305,1.496907469,2.423e-6
2.31,1.496831202,2.447e-6
2.315,1.496754934,2.471e-6
2.32,1.496678667,2.494e-6
2.325,1.496602399,2.517e-6
2.33,1.496525182,2.541e-6
2.335,1.496447726,2.565e-6
2.34,1.496370271,2.588e-6
2.345,1.496292815,2.611e-6
2.35,1.49621536,2.635e-6
2.355,1.496137904,2.659e-6
2.36,1.496060449,2.682e-6
2.365,1.495982993,2.705e-6
2.37,1.495905298,2.729e-6
2.375,1.495826642,2.753e-6
2.38,1.495747986,2.776e-6
2.385,1.49566933,2.799e-6
2.39,1.495590675,2.823e-6
2.395,1.495512019,2.847e-6
2.4,1.495433363,2.87e-6
2.405,1.495354707,2.898e-6
2.41,1.495276051,2.927e-6
2.415,1.495196669,2.956e-6
2.42,1.495116801,2.984e-6
2.425,1.495036934,3.012e-6
2.43,1.494957067,3.041e-6
2.435,1.494877199,3.07e-6
2.44,1.494797332,3.098e-6
2.445,1.494717465,3.126e-6
2.45,1.494637597,3.155e-6
2.455,1.49455773,3.184e-6
2.46,1.494476641,3.212e-6
2.465,1.494395552,3.24e-6
2.47,1.494314462,3.269e-6
2.475,1.494233373,3.298e-6
2.48,1.494152284,3.326e-6
2.485,1.494071195,3.354e-6
2.49,1.493990106,3.383e-6
2.495,1.493909017,3.411e-6
2.5,1.493827435,3.44e-6
