wl,n,k
0.29842577,3.31783482,0.927459912
0.300148601,3.326264045,0.888425686
0.301881378,3.333070975,0.84984897
0.303624158,3.338449577,0.811723762
0.305377,3.342556216,0.773990292
0.30713996,3.345495026,0.7365496
0.308913099,3.34730794,0.699282422
0.310696473,3.347970884,0.662071018
0.312490144,3.347397253,0.624821934
0.314294169,3.34544914,0.58748711
0.316108609,3.341955695,0.550080434
0.317933524,3.336736741,0.512687041
0.319768974,3.329628593,0.475463545
0.321615021,3.320508329,0.438628806
0.323471724,3.309312824,0.402446598
0.325339147,3.296049866,0.367203015
0.32721735,3.280800175,0.33318233
0.329106397,3.263710979,0.300644969
0.331006349,3.244983155,0.2698104
0.332917269,3.224854738,0.240846436
0.334839222,3.203583603,0.21386508
0.33677227,3.181431616,0.188923971
0.338716477,3.158651695,0.166031931
0.340671909,3.13547842,0.145156933
0.342638629,3.112122158,0.126235036
0.344616703,3.088766233,0.109179156
0.346606197,3.065566491,0.09388697
0.348607177,3.042652558,0.080247564
0.350619708,3.020130186,0.068146726
0.352643858,2.998084204,0.05747094
0.354679693,2.976581707,0.048110237
0.356727281,2.955675292,0.039960099
0.35878669,2.935406233,0.032922617
0.360857988,2.915807649,0.026907082
0.362941244,2.896907944,0.021830154
0.365036527,2.878735503,0.017615748
0.367143906,2.861331566,0.014193178
0.369263451,2.844754292,0.011448502
0.371395232,2.828999505,0.009244534
0.37353932,2.814033296,0.007472892
0.375695786,2.799811622,0.006047299
0.377864701,2.786286984,0.004898981
0.380046138,2.773411776,0.003973052
0.382240168,2.761140053,0.003225668
0.384446865,2.749428435,0.002621769
0.386666301,2.738236524,0.002133294
0.38889855,2.727527034,0.001737762
0.391143686,2.717265746,0.001417145
0.393401783,2.707421377,0.001156976
0.395672916,2.697965389,0.00094563
0.397957161,2.688871779,0.000773757
0.400254593,2.680116861,0.000633834
0.402565287,2.671679055,0.000519797
0.404889322,2.663538686,0.000426755
0.407226774,2.655677795,0.00035076
0.40957772,2.64807997,0.00028862
0.411942238,2.640730187,0.000237754
0.414320406,2.633614673,0.000196071
0.416712304,2.626720776,0.000161876
0.41911801,2.620036852,0.000133792
0.421537605,2.613552169,0.000110703
0.423971168,2.607256811,0
0.42641878,2.601141602,0
0.428880523,2.595198032,0
0.431356477,2.589418198,0
0.433846725,2.583794742,0
0.43635135,2.578320807,0
0.438870434,2.572989985,0
0.44140406,2.567796283,0
0.443952314,2.562734086,0
0.446515278,2.557798123,0
0.449093039,2.552983439,0
0.451685682,2.548285371,0
0.454293292,2.543699523,0
0.456915955,2.539221746,0
0.45955376,2.534848118,0
0.462206793,2.530574927,0
0.464875142,2.52639866,0
0.467558895,2.52231598,0
0.470258142,2.518323722,0
0.472972972,2.514418878,0
0.475703475,2.510598584,0
0.478449741,2.506860113,0
0.481211861,2.503200868,0
0.483989928,2.499618369,0
0.486784032,2.496110249,0
0.489594267,2.492674245,0
0.492420726,2.489308195,0
0.495263501,2.486010029,0
0.498122689,2.482777763,0
0.500998382,2.479609497,0
0.503890678,2.476503409,0
0.50679967,2.473457749,0
0.509725457,2.470470839,0
0.512668134,2.467541064,0
0.515627799,2.464666874,0
0.518604551,2.461846776,0
0.521598488,2.459079334,0
0.524609709,2.456363164,0
0.527638314,2.453696936,0
0.530684403,2.451079363,0
0.533748077,2.448509208,0
0.536829439,2.445985276,0
0.539928589,2.443506414,0
0.543045631,2.441071506,0
0.546180667,2.438679478,0
0.549333803,2.436329289,0
0.552505141,2.434019934,0
0.555694788,2.43175044,0
0.558902849,2.429519866,0
0.562129431,2.427327302,0
0.565374639,2.425171863,0
0.568638583,2.423052697,0
0.571921369,2.420968976,0
0.575223107,2.418919896,0
0.578543906,2.416904679,0
0.581883877,2.41492257,0
0.585243129,2.412972838,0
0.588621775,2.41105477,0
0.592019925,2.409167678,0
0.595437693,2.407310889,0
0.598875193,2.405483754,0
0.602332537,2.40368564,0
0.605809841,2.401915932,0
0.609307219,2.400174031,0
0.612824788,2.398459357,0
0.616362664,2.396771343,0
0.619920965,2.39510944,0
0.623499807,2.393473112,0
0.627099311,2.391861837,0
0.630719595,2.390275109,0
0.634360779,2.388712432,0
0.638022984,2.387173324,0
0.641706331,2.385657318,0
0.645410942,2.384163954,0
0.64913694,2.382692788,0
0.652884448,2.381243385,0
0.656653591,2.37981532,0
0.660444494,2.378408181,0
0.664257281,2.377021563,0
0.66809208,2.375655073,0
0.671949018,2.374308328,0
0.675828222,2.372980951,0
0.679729821,2.371672576,0
0.683653944,2.370382846,0
0.687600721,2.369111412,0
0.691570284,2.367857931,0
0.695562763,2.366622072,0
0.69957829,2.365403507,0
0.703617,2.364201918,0
0.707679025,2.363016994,0
0.711764501,2.36184843,0
0.715873562,2.360695928,0
0.720006345,2.359559197,0
0.724162987,2.358437951,0
0.728343626,2.357331913,0
0.732548399,2.356240809,0
0.736777447,2.355164372,0
0.74103091,2.354102341,0
0.745308928,2.353054459,0
0.749611643,2.352020475,0
0.753939199,2.351000146,0
0.758291737,2.349993228,0
0.762669403,2.348999489,0
0.767072342,2.348018695,0
0.771500699,2.347050621,0
0.775954621,2.346095046,0
0.780434256,2.345151752,0
0.784939752,2.344220526,0
0.789471258,2.343301159,0
0.794028926,2.342393446,0
0.798612905,2.341497186,0
0.803223347,2.340612182,0
0.807860406,2.339738241,0
0.812524235,2.338875173,0
0.817214989,2.338022791,0
0.821932823,2.337180914,0
0.826677893,2.336349361,0
0.831450356,2.335527957,0
0.836250371,2.334716528,0
0.841078098,2.333914905,0
0.845933694,2.333122922,0
0.850817323,2.332340413,0
0.855729145,2.331567219,0
0.860669323,2.330803182,0
0.865638021,2.330048145,0
0.870635404,2.329301957,0
0.875661637,2.328564468,0
0.880716887,2.327835529,0
0.885801321,2.327114996,0
0.890915108,2.326402727,0
0.896058417,2.325698582,0
0.901231419,2.325002421,0
0.906434284,2.324314111,0
0.911667187,2.323633518,0
0.916930299,2.32296051,0
0.922223795,2.322294958,0
0.927547851,2.321636735,0
0.932902643,2.320985717,0
0.938288349,2.32034178,0
0.943705147,2.319704803,0
0.949153216,2.319074667,0
0.954632738,2.318451255,0
0.960143892,2.31783445,0
0.965686864,2.31722414,0
0.971261835,2.31662021,0
0.97686899,2.316022553,0
0.982508517,2.315431057,0
0.9881806,2.314845617,0
0.993885429,2.314266125,0
0.999623192,2.313692479,0
1.00539408,2.313124575,0
1.011198283,2.312562313,0
1.017035995,2.312005591,0
1.022907408,2.311454312,0
1.028812716,2.310908378,0
1.034752117,2.310367695,0
1.040725806,2.309832166,0
1.046733982,2.3093017,0
1.052776843,2.308776204,0
1.05885459,2.308255587,0
1.064967424,2.307739759,0
1.071115548,2.307228633,0
1.077299166,2.306722121,0
1.083518482,2.306220136,0
1.089773702,2.305722593,0
1.096065035,2.305229409,0
1.102392687,2.304740501,0
1.10875687,2.304255785,0
