"wl","n","k"
0.3,2.112837470844726,0.967377194777414
0.305,2.156894899810189,0.931777027737598
0.31,2.201639243710457,0.8923284242658261
0.315,2.249019339771638,0.8468783481605789
0.32,2.282606528666849,0.7868515311453085
0.325,2.301481892328022,0.7254715236056308
0.33,2.297339577422685,0.6646277828280281
0.335,2.288024528335467,0.6202835677672591
0.34,2.271939574791249,0.5977058189179741
0.345,2.260733413482754,0.5829329208071624
0.35,2.252851422270089,0.5744599746459271
0.355,2.256469847500997,0.5676469161211103
0.36,2.266227511194896,0.5534365782877966
0.365,2.277289874679538,0.5373698554546592
0.37,2.28923815365107,0.5152560208538706
0.375,2.298023165606799,0.4891855629964443
0.38,2.302355838174436,0.4666011618865148
0.385,2.306270493951565,0.444640285480514
0.39,2.306413362063873,0.424554427896316
0.395,2.306556230176181,0.404468570312118
0.4,2.305926719253863,0.3847552225485573
0.405,2.304854742715066,0.3651614740163346
0.41,2.303751820598099,0.3461170455050342
0.415,2.299111643269423,0.3276216031295848
0.42,2.294471465940746,0.3119318931371697
0.425,2.289350020697715,0.2999885721445376
0.43,2.282323567603902,0.2880452511519054
0.435,2.27529711451009,0.276731850530253
0.44,2.26832211112469,0.2664118950682855
0.445,2.261558583663191,0.2560919396063181
0.45,2.254795056201693,0.2466660170337352
0.455,2.248031528740194,0.2399896549901666
0.46,2.242763475653484,0.2333132929465981
0.465,2.237543693952974,0.2266369309030295
0.47,2.232323912252464,0.221972178472667
0.475,2.22782939135665,0.2176185222983089
0.48,2.224073188732619,0.2132648661239508
0.485,2.220316986108588,0.2098197220376293
0.49,2.216560783484557,0.209552322227746
0.495,2.214091599388373,0.2092849224178627
0.5,2.212058767162121,0.2090175226079794
0.505,2.21002593493587,0.2107985107964435
0.51,2.207993102709618,0.2235399207430173
0.515,2.223542224434677,0.2362813306895911
0.52,2.242394968069889,0.2560916416875431
0.525,2.273412353865757,0.2671930064693857
0.53,2.350825090076776,0.231718694999799
0.535,2.40729738490871,0.1268719682344121
0.54,2.35514399842465,0.04996776685233632
0.5449999999999999,2.326817264522586,0.02361517842266526
0.55,2.262064723654095,0.01292043017116723
0.5549999999999999,2.238291478805522,0.002225681919669676
